Name,Franchise_Name,Is_Franchise,Platform,Year,Release_Month,Genre,Publisher,Developer,Rating,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
SingStar Motown,SingStar Motown,1,PS3,2009.0,11.0,Misc,Sony Computer Entertainment,,,0.0,0.15,0.0,0.02,0.17,,,,
Macross Ultimate Frontier,Macross Ultimate Frontier,0,PSP,2009.0,10.0,Action,Namco Bandai Games,,,0.0,0.0,0.17,0.0,0.17,,,,
Top Spin 2,Top Spin,1,X360,2006.0,3.0,Sports,Take-Two Interactive,Pam Development,E,0.15,0.0,0.0,0.01,0.17,75.0,52.0,6.8,25.0
Hunter: The Reckoning Redeemer,Hunter,1,XB,2003.0,10.0,Action,Interplay,High Voltage Software,M,0.13,0.04,0.0,0.01,0.17,72.0,26.0,8.6,5.0
Age of Empires III: Complete Collection,Age of Empires,1,PC,2009.0,9.0,Strategy,Microsoft Game Studios,Microsoft Game Studios,T,0.01,0.12,0.0,0.03,0.17,,,8.5,41.0
Captain America: Super Soldier,Captain America,1,X360,2011.0,7.0,Action,Sega,Next Level Games,T,0.11,0.05,0.0,0.01,0.17,60.0,48.0,6.4,37.0
Tokyo Xtreme Racer,Tokyo Xtreme Racer,1,DC,1999.0,8.0,Racing,Genki,,,0.0,0.0,0.17,0.0,0.17,,,,
Fighter Maker,Fighter Maker,1,PS,1998.0,6.0,Fighting,Agetec,,,0.05,0.04,0.07,0.01,0.17,,,,
Danganronpa 2: Goodbye Despair,Danganronpa,1,PSV,2014.0,9.0,Misc,Nippon Ichi Software,Spike Chunsoft,M,0.08,0.05,0.0,0.04,0.17,81.0,50.0,8.7,140.0
Thief: Deadly Shadows,Thief,0,XB,2004.0,5.0,Action,Eidos Interactive,Ion Storm,M,0.13,0.04,0.0,0.01,0.17,82.0,61.0,7.3,12.0
Monkey Island: Special Edition Collection,Monkey Island,1,PC,2011.0,9.0,Adventure,LucasArts,,,0.0,0.14,0.0,0.03,0.17,,,,
MotoGP 10/11,MotoGP 10/11,1,PS3,2011.0,3.0,Racing,Capcom,Monumental Games,E,0.04,0.1,0.0,0.03,0.17,68.0,32.0,6.1,23.0
NBA 09: The Inside,NBA,1,PSP,2008.0,10.0,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E,0.16,0.0,0.0,0.01,0.17,79.0,9.0,7.4,7.0
Batman Begins,Batman Begins,1,GBA,2005.0,6.0,Action,Electronic Arts,Vicarious Visions,E10+,0.12,0.05,0.0,0.0,0.17,61.0,5.0,6.9,9.0
Mercury Meltdown Revolution,Mercury Meltdown Revolution,0,Wii,2007.0,8.0,Action,Ignition Entertainment,Ignition Entertainment,E,0.16,0.0,0.0,0.01,0.17,77.0,41.0,7.4,16.0
Glover,Glover,1,PS,1999.0,11.0,Platform,Atari,,,0.09,0.06,0.0,0.01,0.17,,,,
Dragon Ball GT: Game Boy Advance Video Volume 1,Dragon Ball GT,1,GBA,2004.0,9.0,Misc,,,,0.12,0.05,0.0,0.0,0.17,,,,
Country Dance: All Stars,Country Dance,1,X360,2012.0,3.0,Action,GameMill Entertainment,High Voltage Software,E10+,0.16,0.0,0.0,0.01,0.17,,,5.2,5.0
Let's TAP,Let's TAP,0,Wii,2008.0,6.0,Misc,Sega,Prope,E,0.08,0.06,0.01,0.02,0.17,70.0,47.0,6.6,11.0
James Cameron's Dark Angel,James Cameron's Dark Angel,1,PS2,,11.0,Action,Universal Interactive,Radical Entertainment,T,0.08,0.07,0.0,0.02,0.17,48.0,17.0,6.5,19.0
Mahjong Fight Club,Mahjong Fight Club,0,PSP,2004.0,12.0,Misc,Konami Digital Entertainment,,,0.0,0.0,0.17,0.0,0.17,,,,
Turok 3: Shadow of Oblivion,Turok,1,N64,2000.0,8.0,Shooter,Acclaim Entertainment,,,0.12,0.05,0.0,0.0,0.17,,,,
Bomberman 64: The Second Attack!,Bomberman,1,N64,1999.0,5.0,Adventure,Hudson Soft,,,0.05,0.01,0.11,0.0,0.17,,,,
World Driver Championship,World Driver Championship,0,N64,1999.0,5.0,Racing,Midway Games,,,0.14,0.03,0.0,0.0,0.17,,,,
The Lord of the Rings: Aragorn's Quest,The Lord of the Rings,1,PS3,2010.0,9.0,Action,Warner Bros. Interactive Entertainment,TT Fusion,T,0.1,0.04,0.0,0.02,0.17,58.0,12.0,6,8.0
Spawn: Armageddon,Spawn,1,XB,2003.0,11.0,Action,Electronic Arts,Point of View,M,0.13,0.04,0.0,0.01,0.17,57.0,27.0,9.2,5.0
Project X Zone 2: Brave New World,Project X Zone,1,3DS,2015.0,,Role-Playing,Namco Bandai Games,,,0.05,0.03,0.08,0.01,0.17,,,,
Codename: Kids Next Door: Game Boy Advance Video Volume 1,Codename,1,GBA,2004.0,6.0,Misc,,,,0.12,0.05,0.0,0.0,0.17,,,,
Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,0,GBA,2004.0,9.0,Misc,Nintendo,,,0.12,0.05,0.0,0.0,0.17,,,,
Major League Baseball 2K9,Major League Baseball 2K9,1,PS2,2009.0,3.0,Sports,Spike,2K Sports,E,0.08,0.06,0.0,0.02,0.17,,,5.4,5.0
Gundam Assault Survive,Gundam Assault Survive,0,PSP,2010.0,3.0,Action,Namco Bandai Games,,,0.0,0.0,0.17,0.0,0.17,,,,
Bee Movie Game,Bee Movie Game,1,X360,2007.0,10.0,Action,Activision,Beenox,E,0.16,0.0,0.0,0.01,0.17,71.0,25.0,5.8,13.0
Luxor 3,Luxor,1,Wii,2008.0,11.0,Puzzle,Mumbo Jumbo,MumboJumbo,E,0.16,0.0,0.0,0.01,0.17,,,tbd,
Disney TH!NK Fast: The Ultimate Trivia Showdown,Disney TH!NK Fast,1,PS2,2008.0,11.0,Misc,Disney Interactive Studios,,,0.08,0.06,0.0,0.02,0.17,,,,
Jikkyou Powerful Pro Yakyuu 2013,Jikkyou Powerful Pro Yakyuu 2013,1,PSP,2013.0,10.0,Sports,Konami Digital Entertainment,,,0.0,0.0,0.17,0.0,0.17,,,,
Fate/Stay Night [Réalta Nua],Fate/Stay Night [Réalta Nua],1,PS2,2007.0,4.0,Adventure,Kadokawa Shoten,,,0.0,0.0,0.17,0.0,0.17,,,,
Disney's Home on the Range,Disney's Home on the Range,0,GBA,2004.0,3.0,Action,Disney Interactive Studios,Artificial Mind and Movement,E,0.12,0.04,0.0,0.0,0.17,65.0,4.0,tbd,
The Rise of the Argonauts,The Rise of the Argonauts,1,X360,2008.0,,Role-Playing,Codemasters,,,0.03,0.12,0.0,0.01,0.17,,,,
Conception II: Children of the Seven Stars,Conception,1,PSV,2013.0,4.0,Role-Playing,Screenlife,Spike,M,0.1,0.0,0.04,0.03,0.17,62.0,24.0,7.6,118.0
Deus Ex: Mankind Divided,Deus Ex,1,XOne,2016.0,8.0,Role-Playing,Square Enix,Eidos Montreal,M,0.09,0.06,0.0,0.01,0.17,83.0,18.0,7.2,175.0
Space Griffon VF-9,Space Griffon VF-9,0,PS,1995.0,11.0,Role-Playing,Panther Software,,,0.02,0.02,0.12,0.01,0.17,,,,
Professor Heinz Wolff's Gravity,Professor Heinz Wolff's Gravity,1,Wii,2008.0,4.0,Puzzle,Deep Silver,Deep Silver,E,0.04,0.12,0.0,0.02,0.17,63.0,12.0,7.7,7.0
.hack//G.U. Vol.1//Rebirth,.hack//G.U. Vol.1//Rebirth,0,PS2,2006.0,10.0,Role-Playing,Namco Bandai Games,,,0.0,0.0,0.17,0.0,0.17,,,,
Transformers: Dark of the Moon,Transformers,1,Wii,2011.0,6.0,Action,Activision,,,0.09,0.06,0.0,0.02,0.17,,,,
FaceBreaker,FaceBreaker,1,PS3,2008.0,9.0,Fighting,Electronic Arts,EA Canada,T,0.13,0.02,0.0,0.02,0.17,53.0,37.0,3.8,20.0
Star Wars: Battlefront II,Star Wars,1,PC,2005.0,11.0,Shooter,LucasArts,Pandemic Studios,T,0.02,0.13,0.0,0.02,0.17,78.0,23.0,8.8,431.0
Michael Jackson: The Experience 3D,Michael Jackson,1,3DS,2011.0,11.0,Misc,Ubisoft,,,0.13,0.03,0.0,0.01,0.17,,,,
Gyakuten Saiban 3,Gyakuten Saiban,1,GBA,2004.0,1.0,Adventure,Capcom,,,0.0,0.0,0.16,0.0,0.17,,,,
Digimon Story: Cyber Sleuth,Digimon Story,1,PSV,2015.0,2.0,Role-Playing,Namco Bandai Games,Media Vision,T,0.0,0.0,0.17,0.0,0.17,,,8.8,92.0
Gallop Racer 2001,Gallop Racer 2001,0,PS2,2001.0,8.0,Sports,Tecmo Koei,Tecmo,E,0.05,0.04,0.06,0.01,0.17,71.0,11.0,9.1,56.0
Hellboy: The Science of Evil,Hellboy,1,PS3,2008.0,6.0,Action,Konami Digital Entertainment,Krome Studios,T,0.13,0.02,0.0,0.02,0.17,47.0,23.0,6.1,10.0
Nightmare Creatures II,Nightmare Creatures,1,PS,2000.0,4.0,Action,Konami Digital Entertainment,,,0.09,0.06,0.0,0.01,0.17,,,,
MotoGP 09/10,MotoGP 09/10,1,X360,2010.0,3.0,Racing,Capcom,Monumental Games,E,0.07,0.09,0.0,0.02,0.17,69.0,41.0,5.7,41.0
Bratz Kidz,Bratz Kidz,1,Wii,2008.0,11.0,Misc,Game Factory,EKO Software,E,0.16,0.0,0.0,0.01,0.17,,,tbd,
N3 II: Ninety-Nine Nights,N3,1,X360,2010.0,6.0,Action,Microsoft Game Studios,,,0.06,0.06,0.04,0.01,0.17,,,,
Catwoman,Catwoman,1,PS2,2004.0,7.0,Action,Electronic Arts,Argonaut Games,T,0.08,0.06,0.0,0.02,0.17,46.0,35.0,6.9,13.0
Garfield: Lasagna World Tour,Garfield,1,PS2,2007.0,6.0,Action,Blast! Entertainment Ltd,EKO Software,E,0.08,0.06,0.0,0.02,0.17,,,tbd,
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,Teenage Mutant Ninja Turtles,1,GBA,2004.0,7.0,Misc,,,,0.12,0.04,0.0,0.0,0.17,,,,
Bomberman B-Daman,Bomberman B-Daman,0,SNES,1996.0,12.0,Shooter,Hudson Soft,,,0.0,0.0,0.17,0.0,0.17,,,,
Monsters vs. Aliens,Monsters vs. Aliens,1,X360,2009.0,3.0,Action,Activision,Beenox,E10+,0.12,0.03,0.0,0.01,0.17,63.0,31.0,6.6,7.0
Beat Down: Fists of Vengeance,Beat Down,0,PS2,2005.0,8.0,Action,Capcom,Cavia Inc.,M,0.04,0.03,0.09,0.01,0.17,48.0,33.0,8.1,12.0
World Destruction League: Thunder Tanks,World Destruction League,1,PS,2000.0,9.0,Action,3DO,3DO,T,0.09,0.06,0.0,0.01,0.17,35.0,4.0,1.2,6.0
Terminator 3: The Redemption,Terminator,1,PS2,2004.0,9.0,Shooter,Atari,Paradigm Entertainment,T,0.08,0.06,0.0,0.02,0.17,68.0,29.0,8,11.0
Reloaded,Reloaded,0,PS,1996.0,11.0,Action,Gremlin Interactive Ltd,,,0.09,0.06,0.0,0.01,0.17,,,,
Sword of the Samurai,Sword of the Samurai,0,PS2,,,Fighting,Ubisoft,,,0.0,0.0,0.17,0.0,0.17,,,,
Anarchy Reigns,Anarchy Reigns,1,X360,2012.0,1.0,Action,Sega,PlatinumGames,M,0.12,0.02,0.02,0.01,0.17,73.0,38.0,7.9,105.0
SSX On Tour,SSX On Tour,1,GC,2005.0,10.0,Sports,Electronic Arts,EA Canada,E,0.13,0.03,0.0,0.0,0.17,80.0,27.0,7.5,14.0
Bladestorm: Nightmare,Bladestorm,1,PS4,2015.0,3.0,Action,Tecmo Koei,Omega Force,T,0.08,0.04,0.03,0.02,0.17,58.0,33.0,6.5,21.0
Fairytale Fights,Fairytale Fights,1,X360,2009.0,10.0,Action,Playlogic Game Factory,"Playlogic, The Game Factory",M,0.14,0.02,0.0,0.01,0.17,51.0,47.0,6.2,12.0
LEGO Marvel Super Heroes,LEGO Marvel Super Heroes,1,PC,2013.0,10.0,Action,Warner Bros. Interactive Entertainment,TT Games,E10+,0.04,0.12,0.0,0.01,0.17,78.0,7.0,8.1,124.0
Hot Wheels: Beat That!,Hot Wheels,1,X360,2007.0,9.0,Racing,Activision,,,0.15,0.0,0.0,0.01,0.17,,,,
Ashes Cricket 2009,Ashes Cricket 2009,1,PS3,2009.0,8.0,Sports,Codemasters,,,0.0,0.15,0.0,0.01,0.17,,,,
James Bond 007: Everything or Nothing,James Bond 007,1,GBA,2003.0,11.0,Shooter,Electronic Arts,Griptonite Games,T,0.12,0.04,0.0,0.0,0.17,73.0,17.0,8.3,11.0
Naruto Shippuden: Ultimate Ninja 5,Naruto Shippuden,1,PS2,2007.0,11.0,Fighting,Namco Bandai Games,,,0.0,0.0,0.17,0.0,0.17,,,,
Shrek Extra Large,Shrek Extra Large,0,GC,2002.0,10.0,Platform,TDK Mediactive,Digital Illusions,T,0.13,0.03,0.0,0.0,0.17,36.0,6.0,5.6,23.0
Final Fantasy V,Final Fantasy,1,PS,1998.0,9.0,Role-Playing,SquareSoft,,,0.0,0.0,0.16,0.01,0.17,,,,
World Tour Soccer 2006,World Tour Soccer 2006,0,PS2,2004.0,3.0,Sports,Sony Computer Entertainment,SCEE London Studio,E,0.08,0.06,0.0,0.02,0.17,56.0,20.0,6,7.0
Gunvalkyrie,Gunvalkyrie,0,XB,2002.0,3.0,Shooter,Infogrames,Smilebit,T,0.13,0.04,0.0,0.01,0.17,73.0,28.0,7.3,10.0
Camp Rock: The Final Jam,Camp Rock,0,DS,2010.0,8.0,Misc,Disney Interactive Studios,,,0.14,0.02,0.0,0.01,0.17,,,,
NickToons: Racing,NickToons,1,PS,2001.0,9.0,Racing,Hasbro Interactive,,,0.09,0.06,0.0,0.01,0.17,,,,
Jillian Michaels Fitness Ultimatum 2011,Jillian Michaels Fitness Ultimatum 2011,0,Wii,2010.0,11.0,Sports,D3Publisher,D3Publisher,E,0.16,0.0,0.0,0.01,0.17,,,tbd,
VR Golf '97,VR Golf '97,0,PS,1996.0,10.0,Sports,Gremlin Interactive Ltd,,,0.09,0.06,0.0,0.01,0.17,,,,
State of Emergency,State of Emergency,1,XB,2003.0,3.0,Action,Take-Two Interactive,VIS Entertainment,M,0.13,0.04,0.0,0.01,0.17,67.0,21.0,6.3,11.0
Off-World Interceptor Extreme,Off-World Interceptor Extreme,0,PS,1995.0,9.0,Racing,Crystal Dynamics,,,0.09,0.06,0.0,0.01,0.17,,,,
Sumikko Gurashi: Koko ga Ochitsukundesu,Sumikko Gurashi,1,3DS,2014.0,11.0,Action,Nippon Columbia,,,0.0,0.0,0.17,0.0,0.17,,,,
Disney Golf,Disney Golf,0,PS2,2002.0,10.0,Sports,Electronic Arts,T&E Soft,E,0.07,0.06,0.02,0.02,0.17,72.0,10.0,8.3,7.0
The Naked Brothers Band: The Video Game,The Naked Brothers Band,1,PS2,2008.0,10.0,Misc,THQ,,,0.08,0.06,0.0,0.02,0.17,,,,
Fuzion Frenzy 2,Fuzion Frenzy,1,X360,2007.0,1.0,Misc,Microsoft Game Studios,Hudson Soft,E10+,0.14,0.01,0.0,0.01,0.17,49.0,47.0,5.2,31.0
Demon Gaze,Demon Gaze,1,PSV,2013.0,4.0,Role-Playing,Nippon Ichi Software,Experience Inc.,T,0.04,0.02,0.08,0.02,0.17,70.0,38.0,7.4,129.0
Clock Tower II: The Struggle Within,Clock Tower,1,PS,1998.0,10.0,Adventure,Human Entertainment,Human Entertainment,M,0.02,0.01,0.12,0.01,0.17,49.0,5.0,5.7,7.0
Batman Beyond: Return of the Joker,Batman Beyond,1,PS,2000.0,11.0,Action,Ubisoft,Kemco,,0.09,0.06,0.0,0.01,0.17,,,4.3,7.0
My French Coach,My French Coach,0,DS,2007.0,11.0,Misc,Ubisoft,Ubisoft,E,0.14,0.01,0.0,0.01,0.17,,,tbd,
Backyard NFL Football '10,Backyard NFL Football '10,1,Wii,2009.0,10.0,Sports,Atari,,,0.16,0.0,0.0,0.01,0.17,,,,
CSI: Fatal Conspiracy,CSI,1,X360,2010.0,10.0,Adventure,Ubisoft,Telltale Games,M,0.11,0.04,0.0,0.01,0.17,42.0,9.0,4.8,4.0
Mega Man Network Transmission,Mega Man Network Transmission,0,GC,2003.0,6.0,Platform,Capcom,Arika,E,0.13,0.03,0.0,0.0,0.17,65.0,28.0,7.6,13.0
Densetsu no Stafi 4,Densetsu no Stafi,1,DS,2006.0,4.0,Platform,Nintendo,,,0.0,0.0,0.17,0.0,0.17,,,,
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),Shin Megami Tensei,1,PS2,2008.0,,Role-Playing,Atlus,,,0.0,0.0,0.17,0.0,0.17,,,,
Fairytale Fights,Fairytale Fights,1,PS3,2009.0,10.0,Action,Playlogic Game Factory,"Playlogic, The Game Factory",M,0.11,0.03,0.0,0.02,0.17,53.0,34.0,6,22.0
How to Train Your Dragon 2,How to Train Your Dragon,1,X360,2014.0,6.0,Adventure,Little Orbit,Torus Games,E10+,0.05,0.1,0.0,0.01,0.17,,,2.9,7.0
Tokimeki Memorial: Private Collection,Tokimeki Memorial,1,PS,1996.0,4.0,Misc,Konami Digital Entertainment,,,0.0,0.0,0.16,0.01,0.17,,,,
Magical Starsign (US sales),Magical Starsign (US sales),0,DS,2006.0,10.0,Role-Playing,Nintendo,,,0.14,0.02,0.0,0.0,0.17,,,,
RC Revenge Pro,RC Revenge Pro,0,PS2,2000.0,1.0,Racing,Acclaim Entertainment,Acclaim,E,0.08,0.06,0.0,0.02,0.17,49.0,13.0,7.6,7.0
G-Force,G-Force,1,X360,2009.0,7.0,Action,Disney Interactive Studios,Eurocom Entertainment Software,E10+,0.11,0.05,0.0,0.01,0.17,68.0,33.0,7,9.0
Surf's Up,Surf's Up,1,Wii,2007.0,5.0,Sports,Ubisoft,Ubisoft Montreal,E10+,0.15,0.0,0.0,0.01,0.17,64.0,9.0,tbd,
Buzz! Brain of the UK,Buzz! Brain of the UK,0,PS3,2009.0,3.0,Misc,Sony Computer Entertainment,,,0.0,0.15,0.0,0.01,0.17,,,,
Backyard Wrestling: Don't Try This at Home,Backyard Wrestling,1,XB,2003.0,10.0,Fighting,Eidos Interactive,Paradox Development,M,0.13,0.04,0.0,0.01,0.17,50.0,15.0,5,7.0
Gauntlet: Dark Legacy,Gauntlet,1,XB,2002.0,4.0,Action,Midway Games,Midway,T,0.13,0.04,0.0,0.01,0.17,54.0,9.0,8.9,10.0
Far East of Eden II: Manji Maru,Far East of Eden,1,PS2,2003.0,10.0,Role-Playing,Hudson Soft,,,0.0,0.0,0.17,0.0,0.17,,,,
Time and Eternity,Time and Eternity,0,PS3,2012.0,7.0,Role-Playing,Nippon Ichi Software,"Image Epoch, Imageepoch",T,0.06,0.03,0.06,0.02,0.17,42.0,40.0,5,78.0
Lost Kingdoms,Lost Kingdoms,1,GC,2002.0,5.0,Role-Playing,Activision,From Software,T,0.1,0.02,0.04,0.0,0.17,72.0,22.0,8,15.0
Brunswick Cosmic Bowling,Brunswick Cosmic Bowling,0,Wii,2010.0,9.0,Sports,GameMill Entertainment,CokeM Interactive,E,0.16,0.0,0.0,0.01,0.17,,,tbd,
Pursuit Force: Extreme Justice,Pursuit Force,1,PSP,2007.0,1.0,Action,Sony Computer Entertainment,Bigbig Studios,T,0.07,0.06,0.0,0.03,0.17,73.0,44.0,7.6,11.0
Disney Sing It: Family Hits,Disney Sing It,1,PS3,2010.0,8.0,Misc,Disney Interactive Studios,Disney Interactive Studios,E,0.11,0.03,0.0,0.02,0.17,72.0,4.0,tbd,
Matchbox Cross Town Heroes,Matchbox Cross Town Heroes,0,GBA,2002.0,7.0,Racing,THQ,,,0.12,0.04,0.0,0.0,0.17,,,,
The Cursed Crusade,The Cursed Crusade,1,PS3,2011.0,10.0,Action,DTP Entertainment,Kylotonn,M,0.07,0.06,0.01,0.03,0.17,45.0,17.0,5,26.0
Ridge Racer Unbounded,Ridge Racer Unbounded,1,PS3,2012.0,3.0,Racing,Namco Bandai Games,Bugbear,T,0.05,0.09,0.0,0.03,0.17,72.0,20.0,6,29.0
Wolfenstein 3D,Wolfenstein 3D,0,GBA,2002.0,3.0,Shooter,BAM! Entertainment,Stalker Entertainment,M,0.12,0.04,0.0,0.0,0.17,57.0,9.0,6,7.0
Nobunaga no Yabou: Tenshoki,Nobunaga no Yabou,1,SNES,1996.0,1.0,Strategy,Tecmo Koei,,,0.0,0.0,0.17,0.0,0.17,,,,
NHL 07,NHL,1,PSP,2006.0,9.0,Sports,Electronic Arts,EA Sports,E10+,0.13,0.02,0.0,0.02,0.17,76.0,7.0,6.6,23.0
I'm A Celebrity: Get Me Out of Here!,I'm A Celebrity,1,Wii,2009.0,11.0,Misc,Mindscape,,,0.0,0.16,0.0,0.01,0.17,,,,
Dementium: The Ward,Dementium,1,DS,2007.0,10.0,Shooter,SouthPeak Games,Renegade Kid,M,0.15,0.01,0.0,0.01,0.17,72.0,48.0,7.9,37.0
Mobile Suit Gundam: Extreme VS Force,Mobile Suit Gundam,1,PSV,2015.0,1.0,Action,Namco Bandai Games,Bandai Namco Games,E10+,0.0,0.0,0.17,0.0,0.17,57.0,25.0,7.3,15.0
Dragon Quest X,Dragon Quest,1,3DS,2014.0,9.0,Role-Playing,Square Enix,,,0.0,0.0,0.17,0.0,0.17,,,,
Learning to Spell,Learning to Spell,0,DS,2010.0,4.0,Misc,505 Games,505 Games,E,0.16,0.0,0.0,0.01,0.17,,,tbd,
TRON: Evolution,TRON,1,DS,2010.0,12.0,Action,Disney Interactive Studios,n-Space,E10+,0.11,0.04,0.0,0.01,0.17,58.0,5.0,tbd,
Sudoku Gridmaster,Sudoku Gridmaster,0,DS,2006.0,6.0,Puzzle,Nintendo,AI,E,0.13,0.02,0.0,0.01,0.17,62.0,14.0,tbd,
NASCAR '14,NASCAR '14,1,X360,2014.0,2.0,Racing,Deep Silver,Deep Silver,E,0.15,0.0,0.0,0.02,0.17,65.0,4.0,5.1,14.0
Super Power League,Super Power League,1,SNES,1993.0,8.0,Sports,Hudson Soft,,,0.0,0.0,0.17,0.0,0.17,,,,
Bakugan Battle Brawlers: Defenders of the Core,Bakugan Battle Brawlers,1,PS3,2010.0,11.0,Action,Activision,Now Production,E10+,0.14,0.01,0.0,0.02,0.17,50.0,7.0,tbd,
Green Lantern: Rise of the Manhunters,Green Lantern,1,PS3,2011.0,6.0,Action,Warner Bros. Interactive Entertainment,Double Helix Games,T,0.09,0.05,0.0,0.02,0.17,61.0,12.0,6.7,17.0
Street Fighter Alpha 2,Street Fighter Alpha,1,SNES,1996.0,12.0,Fighting,Nintendo,,,0.0,0.0,0.17,0.0,0.17,,,,
25 to Life,25 to Life,1,XB,2006.0,1.0,Shooter,Eidos Interactive,"Ritual Entertainment, Avalanche Software",M,0.12,0.04,0.0,0.01,0.17,41.0,20.0,7.2,13.0
Squeeballs Party,Squeeballs Party,1,DS,2009.0,10.0,Puzzle,Performance Designed Products,Eiconic Games,E10+,0.15,0.0,0.0,0.01,0.17,,,tbd,
Naval Assault: The Killing Tide,Naval Assault,0,X360,2010.0,6.0,Simulation,505 Games,Artech Studios,T,0.08,0.07,0.0,0.02,0.17,40.0,11.0,4.2,5.0
NASCAR '15,NASCAR '15,0,X360,2015.0,5.0,Sports,Deep Silver,DMi Games,E,0.15,0.0,0.0,0.02,0.17,,,3.8,6.0
NCAA Basketball 09,NCAA Basketball,1,PS3,2008.0,11.0,Sports,Electronic Arts,EA Canada,E,0.15,0.0,0.0,0.01,0.17,68.0,17.0,tbd,
Sega Superstars,Sega Superstars,0,PS2,2004.0,11.0,Misc,Sega,Sonic Team,T,0.08,0.06,0.0,0.02,0.17,72.0,28.0,7,5.0
MLB 11: The Show,MLB,1,PSP,2011.0,3.0,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E,0.15,0.0,0.0,0.02,0.17,77.0,9.0,6,5.0
Bomberman Land,Bomberman Land,1,Wii,2007.0,1.0,Misc,Rising Star Games,Racjin,E,0.11,0.01,0.03,0.01,0.17,57.0,23.0,8,10.0
Ringling Bros. and Barnum & Bailey: Circus Friends,Ringling Bros. and Barnum & Bailey,0,DS,2009.0,11.0,Action,Take-Two Interactive,,,0.15,0.0,0.0,0.01,0.17,,,,
Midway Arcade Treasures,Midway Arcade Treasures,1,GC,2003.0,12.0,Misc,Midway Games,Midway,T,0.13,0.03,0.0,0.0,0.17,72.0,11.0,8.2,5.0
Leisure Suit Larry: Magna Cum Laude,Leisure Suit Larry,1,XB,2004.0,10.0,Adventure,Vivendi Games,High Voltage Software,M,0.12,0.04,0.0,0.01,0.17,62.0,49.0,6.4,13.0
Mousetrap / Operation / Simon,Mousetrap / Operation / Simon,0,GBA,2005.0,11.0,Misc,DSI Games,,,0.12,0.04,0.0,0.0,0.17,,,,
Pac-Man World 3,Pac-Man World,1,DS,2005.0,12.0,Platform,Namco Bandai Games,"Blitz Games, Human Soft",E,0.15,0.0,0.0,0.01,0.17,44.0,8.0,tbd,
Shawn Johnson Gymnastics,Shawn Johnson Gymnastics,0,Wii,2010.0,11.0,Sports,Zoo Games,Zoo Games,E,0.16,0.0,0.0,0.01,0.17,,,tbd,
NBA 09: The Inside,NBA,1,PS2,2008.0,10.0,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E,0.08,0.06,0.0,0.02,0.17,,,tbd,
One Piece: Pirate Warriors 3,One Piece,1,PSV,2015.0,8.0,Action,Namco Bandai Games,Omega Force,T,0.0,0.03,0.13,0.01,0.17,76.0,4.0,6.3,17.0
Jikkyou Powerful Pro Yakyuu 2014,Jikkyou Powerful Pro Yakyuu 2014,1,PS3,2014.0,10.0,Sports,Konami Digital Entertainment,,,0.0,0.0,0.17,0.0,0.17,,,,
Resident Evil,Resident Evil,1,SAT,1997.0,8.0,Action,Capcom,,,0.0,0.0,0.17,0.0,0.17,,,,
TOEIC Test Training DS,TOEIC Test Training DS,0,DS,2007.0,3.0,Misc,IE Institute,,,0.0,0.0,0.17,0.0,0.17,,,,
Itoi Shigesato no Bass Tsuri No. 1,Itoi Shigesato no Bass Tsuri No.,0,SNES,1997.0,2.0,Sports,Nintendo,,,0.0,0.0,0.17,0.0,0.17,,,,
ZhuZhu Puppies,ZhuZhu Puppies,0,DS,2011.0,3.0,Simulation,Activision,Activision,E,0.12,0.03,0.0,0.01,0.17,,,tbd,
Cubivore: Survival of the Fittest,Cubivore,0,GC,2002.0,11.0,Adventure,Nintendo,Nintendo,E,0.01,0.0,0.15,0.0,0.17,71.0,12.0,8.5,21.0
7th Dragon III Code: VFD,7th Dragon III Code,0,3DS,2015.0,7.0,Role-Playing,Sega,Sega,T,0.04,0.0,0.12,0.0,0.17,77.0,26.0,8.2,38.0
FlatOut,FlatOut,1,XB,2004.0,7.0,Racing,Empire Interactive,Bugbear,T,0.12,0.04,0.0,0.01,0.17,71.0,39.0,8.2,21.0
Chaotic: Shadow Warriors,Chaotic,1,PS3,2009.0,11.0,Action,Activision,FUN Labs,E10+,0.15,0.0,0.0,0.02,0.17,,,tbd,
Mr. Do!'s Castle,Mr. Do!'s Castle,0,2600,1983.0,1.0,Action,Parker Bros.,,,0.15,0.01,0.0,0.0,0.17,,,,
Death Trap,Death Trap,0,2600,1982.0,1.0,Action,Avalon Interactive,,,0.15,0.01,0.0,0.0,0.17,,,,
Armor Ambush,Armor Ambush,0,2600,1981.0,1.0,Action,Mattel Interactive,,,0.15,0.01,0.0,0.0,0.17,,,,
Parodius,Parodius,1,SAT,1995.0,1.0,Shooter,Konami Digital Entertainment,,,0.0,0.0,0.16,0.0,0.17,,,,
